iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
"1","Sendinblue","Return all the processes for your account","GET","https://api.sendinblue.com/v3/processes?limit=10&offset=0&sort=desc","Unauthorized","401","72","50","Confirm the total count in the array is undefined","Confirm that id 3 is in the 1st array, Confirm that id 2 is in the 2nd array, Confirm that id 1 is in the 3rd array",,"4","1","3","0"
"1","Sendinblue","Return the informations for a process","GET","https://api.sendinblue.com/v3/processes/13396752","Unauthorized","401","84","50",,"Confirm an error message is displayed when process id is not found, Confirm Status code name for 404 is Not Found",,"2","0","2","0"
"1","Sendinblue","Get the details of requested master account","GET","https://api.sendinblue.com/v3/corporate/masterAccount","Unauthorized","401","71","50","Confirm the header Content-Type is present","Confirm the code message is displayed when subaccount cannot be created, Confirm Status code name for 403 is Forbidden",,"3","1","2","0"
"1","Sendinblue","Get the list of all the sub-accounts of the master account.","GET","https://api.sendinblue.com/v3/corporate/subAccount?offset=-41398727&limit=-41398727","Unauthorized","401","84","50",,"Confirm the code message is displayed when subaccount list isn't displayed, Confirm Status code name for 403 is Forbidden",,"2","0","2","0"
"1","Sendinblue","Create a new sub-account under a master account.","POST","https://api.sendinblue.com/v3/corporate/subAccount","Unauthorized","401","66","50",,"Confirm the code message is displayed when subaccount cannot be created, Confirm Status code name for 403 is Forbidden",,"2","0","2","0"
"1","Sendinblue","Generate SSO token to access Sendinblue","POST","https://api.sendinblue.com/v3/corporate/subAccount/ssoToken","Unauthorized","401","67","50",,"Confirm a code message is displayed when SSO token cannot be generated, Confirm Status code name for 403 is Forbidden",,"2","0","2","0"
"1","Sendinblue","Get sub-account details","GET","https://api.sendinblue.com/v3/corporate/subAccount/13396752","Unauthorized","401","102","50",,"Confirm a message is displayed when subaccount details are not displayed, Confirm Status code name for 403 is Forbidden",,"2","0","2","0"
"1","Sendinblue","Delete a sub-account","DELETE","https://api.sendinblue.com/v3/corporate/subAccount/13396752","Unauthorized","401","67","50",,,,"0","0","0","0"
"1","Sendinblue","Update sub-account plan","PUT","https://api.sendinblue.com/v3/corporate/subAccount/13396752/plan","Unauthorized","401","89","50",,"Confirm the code message is displayed when subaccount cannot be created, Confirm Status code name for 403 is Forbidden",,"2","0","2","0"
"1","Sendinblue","Get your account information, plan and credits details","GET","https://api.sendinblue.com/v3/account","Unauthorized","401","75","50",,"Status code is 200, Verify email is displayed, Verify First Name is displayed",,"3","0","3","0"
"1","Sendinblue","Get the list of all your senders","GET","https://api.sendinblue.com/v3/senders?ip=veniam elit in&domain=veniam elit in","Unauthorized","401","76","50",,"Confirm the error in the code message displayed , Confirm the error message displayed ",,"2","0","2","0"
"1","Sendinblue","Create a new sender","POST","https://api.sendinblue.com/v3/senders","Unauthorized","401","62","50","Verify id is displayed","Verify status code is 201",,"2","1","1","0"
"1","Sendinblue","Get all the dedicated IPs for your account","GET","https://api.sendinblue.com/v3/senders/ips","Unauthorized","401","68","50",,,,"0","0","0","0"
"1","Sendinblue","Update a sender","PUT","https://api.sendinblue.com/v3/senders/13396752","Unauthorized","401","57","50",,,,"0","0","0","0"
"1","Sendinblue","Delete a sender","DELETE","https://api.sendinblue.com/v3/senders/13396752","Unauthorized","401","60","50",,,,"0","0","0","0"
"1","Sendinblue","Get all the dedicated IPs for a sender","GET","https://api.sendinblue.com/v3/senders/13396752/ips","Unauthorized","401","72","50",,"Confirm the error message Sender id does not exist is displayed, Confirm Status code is 404 when sender id doesn't exist, Confirm Status code name is Not Found",,"3","0","3","0"
